Customer_ID,Best_Offer
Customer_708,1.4509652892031824
Customer_47,1.1410330742826946
Customer_3995,0.9878987116326464
Customer_1513,0.9997388471527745
Customer_3686,0.9049477940930254
Customer_2835,1.2413525457199068
Customer_2492,0.7891762363034199
Customer_4192,0.43690495987597927
Customer_6865,0.8238171150888743
Customer_6354,1.27516059368655
Customer_1010,1.0777703993689582
Customer_2707,1.1161653937181595
Customer_4304,1.4544234022808864
Customer_3126,1.4125876423043382
Customer_7716,1.5152129098638945
Customer_4373,1.0618690294480593
Customer_1002,0.941001517738426
Customer_315,0.6999596341611949
Customer_8052,1.1377626647487469
Customer_9079,1.2962736094821639
Customer_6848,0.2385610399618464
Customer_1496,1.3146739492399555
Customer_3601,1.210275569324527
Customer_6375,1.0996876927433779
Customer_965,0.9246695321498967
Customer_2389,1.213729792218535
Customer_2862,1.0399120238816182
Customer_4326,0.2721074381212129
Customer_3891,0.9920577820004292
Customer_2221,1.3997008342091894
Customer_8919,1.3541295574752084
Customer_3352,1.0535319625376867
Customer_1691,1.258444934185349
Customer_93,1.2147481772953759
Customer_6657,0.8319225748794596
Customer_1728,0.3491291783008495
Customer_2698,1.3372014246893025
Customer_6686,0.7970222040784714
Customer_2865,1.48681498048946
Customer_5100,1.1973016329054347
Customer_4085,0.2810801086925497
Customer_3755,1.6709721175871843
Customer_9100,1.2993951244613038
Customer_8365,0.9034309368939225
Customer_1180,1.4848706554271591
Customer_8905,0.7717001826560888
Customer_1175,1.0180576463349833
Customer_653,0.9148024463376376
Customer_6523,1.328012803973676
Customer_2439,1.2140851423729904
Customer_5521,0.7326193285143805
Customer_3346,0.941015216537786
Customer_5992,0.7788900904535091
Customer_6946,1.065071389790761
Customer_8376,1.4280340573830541
Customer_9080,1.1546392234495222
Customer_7847,0.4516802545316241
Customer_5723,0.5954721923907083
Customer_7945,1.1491675639796661
Customer_447,1.026500498196117
Customer_2812,1.2985480747081193
Customer_7613,0.7443146979884879
Customer_5349,1.1201683442367845
Customer_7695,1.2205274537758337
Customer_5362,1.0348843398024248
Customer_4301,1.1812298613299412
Customer_5969,1.0789840026814372
Customer_620,0.8446213000443018
Customer_248,1.4043207539916376
Customer_1501,0.7507908454756902
Customer_3433,1.018340376740711
Customer_7370,1.0263525091558976
Customer_4471,1.5561166190889155
Customer_2344,0.9803459502774176
Customer_3749,0.6765847263789596
Customer_7963,1.5935305264758504
Customer_7622,0.5697894214972052
Customer_7213,1.983681147880242
Customer_4169,0.9349912035998127
Customer_2777,1.1887057268165588
Customer_1153,1.341517119041877
Customer_6220,1.1733227807477746
Customer_8539,0.5485329946266665
Customer_3532,1.05136792375764
Customer_4836,0.6007193392693077
Customer_4791,1.2159505632321805
Customer_8535,1.58591853901658
Customer_6401,1.6135238431345629
Customer_5107,1.2343013350592085
Customer_6339,1.0647229514024676
Customer_8431,1.0092772811180024
Customer_4581,1.3959276974227135
Customer_4119,1.3496865939577927
Customer_8588,1.122909754790868
Customer_2166,0.45296578312408053
Customer_318,0.8286562219444005
Customer_4329,1.0426901765013286
Customer_5564,1.1548371761602718
Customer_4686,1.4336107716332143
Customer_511,0.7007363611531622
Customer_4511,1.1321856203939356
Customer_7765,1.4249530560515764
Customer_6312,0.9647571729469795
Customer_4663,1.5764903204417826
Customer_8479,1.1969875141515285
Customer_6087,0.7369498216054045
Customer_2680,0.9343068752019892
Customer_7549,0.5923991337366862
